year,count/song
1989,2.81818181818
1990,0.470588235294
1991,0.473684210526
1992,0.777777777778
1993,0.814814814815
1994,1.11111111111
1995,0.666666666667
1996,1.09090909091
1997,0.5
1998,0.733333333333
1999,1.18181818182
2000,2.0
2001,0.222222222222
2002,0.555555555556
2003,1.27272727273
2004,1.42857142857
2005,0.444444444444
2006,2.28571428571
2007,1.11111111111
2008,2.14285714286
2009,0.625
2010,2.0
2011,2.0
2012,1.625
2013,0.833333333333
